license_id,name,city,state,specialty,title,verification_url
ASMB221499,"Campbell, Michael Gregg, M.D.",Camden,Arkansas,OB/GYN,M.D.,../verify/results.aspx?strPHIDNO=ASMB221499
ASMB210429,"Campbell, Patrick Thomas, M.D.",Little Rock,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB210429
ASMB210755,"Campion, Robert Joseph, M.D.",Jonesboro,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB210755
ASMB211476,"Cannaday, Jerry Leonard, D.O.",Hot Springs Village,Arkansas,Family Practice,D.O.,../verify/results.aspx?strPHIDNO=ASMB211476
ASMB225806,"Canner, Mark Edward, M.D.",Little Rock,Arkansas,Emergency Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB225806
ASMB214143,"Cannon, Holly Hollon, D.O.",Jonesboro,Arkansas,Psychiatry,D.O.,../verify/results.aspx?strPHIDNO=ASMB214143
ASMB225575,"Cannon, Jamie Annemarie, M.D.",Little Rock,Arkansas,General Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB225575
ASMB8353,"Cannon, Robert David, M.D.",Fayetteville,Arkansas,Anesthesiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB8353
ASMB20416,"Cannon, Thomas Christopher, M.D.",Little Rock,Arkansas,Ophthalmology,M.D.,../verify/results.aspx?strPHIDNO=ASMB20416
ASMB223041,"Cannon, Zane Thomas, D.O.",Jonesboro,Arkansas,Internal Medicine,D.O.,../verify/results.aspx?strPHIDNO=ASMB223041
ASMB204568,"Canon, Stephen James, M.D.",Houston,Texas,Pediatric Urology,M.D.,../verify/results.aspx?strPHIDNO=ASMB204568
ASMB211063,"Cantu, Rebecca Murphy, M.D.",Little Rock,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB211063
ASMB10579,"Cantwell, Janet Susan, M.D.",Rogers,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB10579
ASMB215656,"Canulla, Karen G., M.D.",Bentonville,Arkansas,Psychiatry,M.D.,../verify/results.aspx?strPHIDNO=ASMB215656
ASMB206383,"Canzoneri, Bernard Joseph, M.D.",Springdale,Arkansas,Obstetrics & Gynecology,M.D.,../verify/results.aspx?strPHIDNO=ASMB206383
ASMB223079,"Cao, Ying , M.D.",Jonesboro,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB223079
ASMB17377,"Capocelli, Anthony Louis, Jr., M.D.",Little Rock,Arkansas,Neurological Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB17377
ASMB875,"Capps, Dwight Hallic, II, M.D.",Fayetteville,Arkansas,Ophthalmology,M.D.,../verify/results.aspx?strPHIDNO=ASMB875
ASMB876,"Capps, James Austin, Jr., M.D.",Conway,Arkansas,Aerospace Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB876
ASMB878,"Caradine, Delbra Ruth, M.D.",Little Rock,Arkansas,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB878
ASMB22454,"Caradine, Kari Deshea, M.D.",Little Rock,Arkansas,Pathology,M.D.,../verify/results.aspx?strPHIDNO=ASMB22454
ASMB212961,"Card, Peyton Davis, M.D.",Little Rock,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB212961
ASMB879,"Card, Shannon Ray, M.D.",Berryville,Arkansas,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB879
ASMB18087,"Cardenas, Jaime A., M.D.",Hot Springs,Arkansas,Obstetrics & Gynecology,M.D.,../verify/results.aspx?strPHIDNO=ASMB18087
ASMB14483,"Carey, Martin John, M.D.",Georgetown,Arkansas,Emergency Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB14483
ASMB882,"Carfagno, Jeffrey John, M.D.",Maumelle,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB882
ASMB14258,"Cargile, Christopher Scott, M.D.",Little Rock,Arkansas,Psychiatry,M.D.,../verify/results.aspx?strPHIDNO=ASMB14258
ASMB221131,"Cariker, Emily Rose, M.D.",Little Rock,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB221131
ASMB223609,"Carl, Christina Elizabeth, D.O.",Jonesboro,Arkansas,Internal Medicine,D.O.,../verify/results.aspx?strPHIDNO=ASMB223609
ASMB883,"Carle, Scott William Fredrick, M.D.",Little Rock,Arkansas,General Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB883
ASMB220329,"Carlisle, John Austin, D.O.",Mountain Home,Arkansas,General Surgery,D.O.,../verify/results.aspx?strPHIDNO=ASMB220329
ASMB217198,"Carllee, Sheena Walia, M.D.",Fayetteville,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB217198
ASMB216926,"CarlLee, Tyler Lewis, M.D.",Fayetteville,Arkansas,Orthopaedic Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB216926
ASMB23369,"Carlson, Chester Lawrence, D.O.",Fort Smith,Arkansas,Emergency Medicine,D.O.,../verify/results.aspx?strPHIDNO=ASMB23369
ASMB21389,"Carlson, Douglas Eugene, D.O.",Mulberry,Arkansas,Emergency Medicine,D.O.,../verify/results.aspx?strPHIDNO=ASMB21389
ASMB225914,"Carlton, Adam Daniel, M.D.",Little Rock,Arkansas,OB/GYN,M.D.,../verify/results.aspx?strPHIDNO=ASMB225914
ASMB21759,"Carlton, Caroline Frankum, M.D.",Batesville,Arkansas,Obstetrics & Gynecology,M.D.,../verify/results.aspx?strPHIDNO=ASMB21759
ASMB20172,"Carlton, Lynn Norman, M.D.",Springfield,Missouri,Diagnostic Radiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB20172
ASMB17918,"Carlton, Randall Dwayne, M.D.",Jonesboro,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB17918
ASMB205924,"Carlyle, Benjamin Wagner, M.D.",Springdale,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB205924
ASMB213465,"Carmack, Brittany Lauren, M.D.",Jonesboro,Arkansas,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB213465
ASMB212694,"Carmical, Jim, M.D.",Monticello,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB212694
ASMB215447,"Carmical, Katelyn Halie, M.D.",Monticello,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB215447
ASMB224362,"Carney, Catherine Anne, M.D.",Houston,Texas,Diagnostic Radiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB224362
ASMB7171,"Carney, John Michael, M.D.",Little Rock,Arkansas,Dermatology,M.D.,../verify/results.aspx?strPHIDNO=ASMB7171
ASMB7315,"Carney, Stephen Eugene, M.D.",Van Buren,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB7315
ASMB212489,"Carpenter Lide, Riley Susanne, M.D.",Little Rock,Arkansas,Anesthesiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB212489
ASMB207463,"Carpenter, Dylan Price, M.D.",Batesville,Arkansas,Orthopaedic Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB207463
ASMB211527,"Carpino, Stephanie Jeanne, M.D.",Bella Vista,Arkansas,Obstetrics & Gynecology,M.D.,../verify/results.aspx?strPHIDNO=ASMB211527
ASMB220679,"Carr, Branden Kenneth, D.O.",Fort Smith,Arkansas,Psychiatry,D.O.,../verify/results.aspx?strPHIDNO=ASMB220679
ASMB209416,"Carr, Robert Brannon, M.D.",Springfield,Missouri,Radiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB209416
ASMB210774,"Carrasco, Luis Miguel, M.D.",Greenbrier,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB210774
ASMB208445,"Carrico, Jeremy Cass, M.D.",Fort Smith,Arkansas,Urology,M.D.,../verify/results.aspx?strPHIDNO=ASMB208445
ASMB206154,"Carrington, Hunter Kelso, M.D.",Hot Springs,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB206154
ASMB7992,"Carrington, Patrick Richard, M.D.",Little Rock,Arkansas,Dermatology,M.D.,../verify/results.aspx?strPHIDNO=ASMB7992
ASMB9445,"Carroll, Barry Scott, M.D.",Clinton,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB9445
ASMB18225,"Carroll, John Lee, M.D.",Little Rock,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB18225
ASMB212583,"Carroll, Laura Elizabeth, M.D.",Little Rock,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB212583
ASMB22519,"Carrouth, David Aaron, M.D.",Hot Springs,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB22519
ASMB9585,"Carruth, James Clark, M.D.",Paris,Tennessee,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB9585
ASMB210597,"Carson, Aaron Keith, M.D.",Fayetteville,Arkansas,Psychiatry,M.D.,../verify/results.aspx?strPHIDNO=ASMB210597
ASMB211421,"Carson, Michael Paul, M.D.",Conway,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB211421
ASMB16727,"Cartaya, Daniel Isidro, M.D.",North Little Rock,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB16727
ASMB10834,"Carter, Charles Curtis, M.D.",Altus,Oklahoma,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB10834
ASMB210140,"Carter, Christopher Broyles, M.D.",Bentonville,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB210140
ASMB213118,"Carter, Dale M., M.D.",Little Rock,Arkansas,Neurology,M.D.,../verify/results.aspx?strPHIDNO=ASMB213118
ASMB906,"Carter, Don Michael, M.D.",Conway,Arkansas,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB906
ASMB7316,"Carter, Inge Renate, M.D.",Little Rock,Arkansas,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB7316
ASMB224709,"Carter, Jacob Taylor, M.D.",Nashville,Tennessee,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB224709
ASMB910,"Carter, James Mark, M.D.",Dardanelle,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB910
ASMB916,"Carter, Stephen Earl, M.D.",Bentonville,Arkansas,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB916
ASMB12861,"Carter, Todd L., M.D.",Searcy,Arkansas,Emergency Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB12861
ASMB12408,"Carter-Wyatt, Sherri Renae, M.D.",North Little Rock,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB12408
ASMB918,"Carttar, Charles Dean, M.D.",Little Rock,Arkansas,Internal Medicine/Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB918
ASMB214184,"Cartwright, Jefferson John, M.D.",Russellville,Arkansas,Orthopaedic Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB214184
ASMB920,"Caruthers, Carol Sue, M.D.",Bryant,Arkansas,General Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB920
ASMB923,"Carver, Joel Dee, M.D.",Fayetteville,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB923
ASMB204740,"Casciano, Angela Virginia, M.D.",Little Rock,Arkansas,Radiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB204740
ASMB207256,"Casciano, Jonathan Daniel, M.D.",Little Rock,Arkansas,Ophthalmology,M.D.,../verify/results.aspx?strPHIDNO=ASMB207256
ASMB22276,"Case, Shannon Lee, M.D.",Clarksville,Arkansas,Obstetrics & Gynecology,M.D.,../verify/results.aspx?strPHIDNO=ASMB22276
ASMB200051,"Casey, Christopher Harrison, M.D.",Little Rock,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB200051
ASMB7702,"Casey, Jason Robert, M.D.",Jonesboro,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB7702
ASMB203734,"Casey, Jennifer Dukes, M.D.",Little Rock,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB203734
ASMB14352,"Cash, David Lee, M.D.",North Little Rock,Arkansas,Otolaryngology,M.D.,../verify/results.aspx?strPHIDNO=ASMB14352
ASMB13972,"Cash, James Steven, M.D.",Pine Bluff,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB13972
ASMB19684,"Cashman, Stephen William, M.D.",Fayetteville,Arkansas,Otolaryngology,M.D.,../verify/results.aspx?strPHIDNO=ASMB19684
ASMB208316,"Casimire, Thalia Noella, M.D.",Houston,Texas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB208316
ASMB219091,"Casper, Justin Andrew Beckwith, D.O.",Searcy,Arkansas,Internal Medicine,D.O.,../verify/results.aspx?strPHIDNO=ASMB219091
ASMB932,"Casper, Robert Beckwith, M.D.",Little Rock,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB932
ASMB20646,"Cassat, Michael David, M.D.",Little Rock,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB20646
ASMB217103,"Cassol, Clarissa Araujo, M.D.",Little Rock,Arkansas,Pathology/Anatomic Pathology,M.D.,../verify/results.aspx?strPHIDNO=ASMB217103
ASMB215038,"Castellvi, Alejandro Daniel, M.D.",Rogers,Arkansas,Neurosurgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB215038
ASMB223531,"Castro Villabon, Diana Patricia, M.D.",Nashville,Tennessee,Anatomic Pathology and Clinical Pathology,M.D.,../verify/results.aspx?strPHIDNO=ASMB223531
ASMB21344,"Caswell, John Elton, M.D.",Gentry,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB21344
ASMB9446,"Cate, Chris McDaniel, M.D.",Little Rock,Arkansas,General Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB9446
ASMB219120,"Cate, Frances Lawson, M.D.",Nashville,Tennessee,Anatomic Pathology and Clinical Pathology,M.D.,../verify/results.aspx?strPHIDNO=ASMB219120
ASMB935,"Cates, Jack A., M.D.",Hot Springs,Arkansas,Dermatology,M.D.,../verify/results.aspx?strPHIDNO=ASMB935
ASMB222227,"Cates, Justin Merrill Marken, M.D.",Nashville,Tennessee,Anatomic Pathology,M.D.,../verify/results.aspx?strPHIDNO=ASMB222227
ASMB9544,"Cathcart, Evelyn Louise, M.D.",Benton,Arkansas,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB9544
ASMB17712,"Cathey, James Donald, M.D.",Wynne,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB17712
ASMB936,"Cathey, Janet R., M.D.",Little Rock,Arkansas,Obstetrics & Gynecology,M.D.,../verify/results.aspx?strPHIDNO=ASMB936
ASMB223572,"Catlin, David Maurice, M.D.",Little Rock,Arkansas,Psychiatry,M.D.,../verify/results.aspx?strPHIDNO=ASMB223572
ASMB218457,"Caton, Nicole Findlay, D.O.",Harrison,Arkansas,Family Medicine,D.O.,../verify/results.aspx?strPHIDNO=ASMB218457
ASMB221798,"Cattelane, Jerry Joseph, Jr., D.O.",Lake City,Florida,Emergency Medicine,D.O.,../verify/results.aspx?strPHIDNO=ASMB221798
ASMB20194,"Cauli, Mario , M.D.",Jonesboro,Arkansas,Neurology,M.D.,../verify/results.aspx?strPHIDNO=ASMB20194
ASMB222986,"Caulkins, Margaret Anne, M.D.",Little Rock,Arkansas,Obstetrics & Gynecology,M.D.,../verify/results.aspx?strPHIDNO=ASMB222986
ASMB18236,"Cavaneau, Jerry Nicholas, M.D.",Bryant,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB18236
ASMB204994,"Cavero, Fernando Luis, M.D.",Gravette,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB204994
ASMB21019,"Cawich, Ian Michael, M.D.",Little Rock,Arkansas,Interventional Cardiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB21019
ASMB215310,"Cayme, Rodrigo Ibanez, M.D.",Little Rock,Arkansas,Physical Medicine & Rehabilitation,M.D.,../verify/results.aspx?strPHIDNO=ASMB215310
ASMB213192,"Caza, Tiffany Nicole, M.D.",Little Rock,Arkansas,Pathology/Anatomic Pathology,M.D.,../verify/results.aspx?strPHIDNO=ASMB213192
ASMB206628,"Cazano, Calixto, M.D.",Paragould,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB206628
ASMB7525,"Cazano-Barreiro, Juan Bautista, M.D.",Jonesboro,Arkansas,General Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB7525
ASMB215839,"Cengiz, Cem , M.D.",Little Rock,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB215839
ASMB14315,"Ceola, Wade Matthew, M.D.",Fayetteville,Arkansas,Neurological Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB14315
ASMB14365,"Cerrato, Deborah Ann, M.D.",Little Rock,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB14365
ASMB206348,"Cesare, Charles D., Sr., M.D.",Brookland,Arkansas,Obstetrics & Gynecology,M.D.,../verify/results.aspx?strPHIDNO=ASMB206348
ASMB205716,"Cesare, Charles David, Jr., M.D.",Jonesboro,Arkansas,Obstetrics & Gynecology,M.D.,../verify/results.aspx?strPHIDNO=ASMB205716
ASMB222307,"Cesarski, Kaylin Marie, D.O.",Little Rock,Arkansas,Family Medicine,D.O.,../verify/results.aspx?strPHIDNO=ASMB222307
ASMB206112,"Cestero Ruiz, Angel R., M.D.",Rogers,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB206112
ASMB223115,"Cezar, Carensa LeeAnn, M.D.",Little Rock,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB223115
ASMB218174,"Chacko, Jeffrey K., M.D.",Little Rock,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB218174
ASMB21920,"Chacko, Joseph George, M.D.",Little Rock,Arkansas,Ophthalmology,M.D.,../verify/results.aspx?strPHIDNO=ASMB21920
ASMB9773,"Chadalavada, Ramesh , M.D.",Springfield,Tennessee,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB9773
ASMB207367,"Chaffee, Kristin Lee, M.D.",Springdale,Arkansas,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB207367
ASMB8839,"Chaffin, Raines Atherton, M.D.",North Little Rock,Arkansas,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB8839
ASMB7993,"Chai, Sandra Ellen, M.D.",Little Rock,Arkansas,Pulmonary Disease,M.D.,../verify/results.aspx?strPHIDNO=ASMB7993
ASMB21669,"Chakka, Mangaraju Nvs, M.D.",Little Rock,Arkansas,Clinical Cardiac Electrophysiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB21669
ASMB21494,"Chakraborty, Indranil , M.D.",Little Rock,Arkansas,Anesthesiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB21494
ASMB213170,"Chamaria, Surbhi, M.D.",Russellville,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB213170
ASMB949,"Chambers, Carlton Lee, III, M.D.",Harrison,Arkansas,Otolaryngology,M.D.,../verify/results.aspx?strPHIDNO=ASMB949
ASMB952,"Chambers, Franklin David, M.D.",Dumas,Arkansas,Family Practice,M.D.,../verify/results.aspx?strPHIDNO=ASMB952
ASMB23216,"Chambliss, James William, M.D.",Magnolia,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB23216
ASMB23251,"Champion, Sean David, M.D.",Arkadelphia,Arkansas,General Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB23251
ASMB7703,"Champlin, Terence Layne, M.D.",Conway,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB7703
ASMB213895,"Chan, Camille Candace, D.O.",Jonesboro,Arkansas,Pediatrics,D.O.,../verify/results.aspx?strPHIDNO=ASMB213895
ASMB15336,"Chan, Joseph T., M.D.",Barling,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB15336
ASMB14477,"Chan, Kenneth , D.O.",Jonesboro,Arkansas,Neurology,D.O.,../verify/results.aspx?strPHIDNO=ASMB14477
ASMB215101,"Chan, Lisa Yi-Lee, M.D.",Houston,Texas,Anesthesiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB215101
ASMB212516,"Chance, Jordan Anthony, M.D.",Springfield,Missouri,Diagnostic Radiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB212516
ASMB204915,"Chance, Joshua Cain, M.D.",Little Rock,Arkansas,Anesthesiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB204915
ASMB204932,"Chandler, Adam Franklin, M.D.",Little Rock,Arkansas,Emergency Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB204932
ASMB22598,"Chandler, Angela Lou, M.D.",Little Rock,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB22598
ASMB15465,"Chandler, Kay Hilscher, M.D.",Little Rock,Arkansas,Obstetrics & Gynecology,M.D.,../verify/results.aspx?strPHIDNO=ASMB15465
ASMB224341,"Chang, Albert Shu-sen, M.D.",Houston,Texas,Diagnostic Radiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB224341
ASMB964,"Chang, Chi-min Jimmy, M.D.",North Little Rock,Arkansas,Obstetrics & Gynecology,M.D.,../verify/results.aspx?strPHIDNO=ASMB964
ASMB213583,"Chang, Jonathan Nicholas, M.D.",North Little Rock,Arkansas,OB/GYN,M.D.,../verify/results.aspx?strPHIDNO=ASMB213583
ASMB210209,"Chang, Megan Marie, M.D.",Little Rock,Arkansas,Diagnostic Radiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB210209
ASMB211128,"Chang, Theodore Sean, M.D.",North Little Rock,Arkansas,Anatomic/Clinical Pathology,M.D.,../verify/results.aspx?strPHIDNO=ASMB211128
ASMB222271,"Chang, Yupo , M.D.",Houston,Texas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB222271
ASMB10883,"Chapman, Angela C., M.D.",Fayetteville,Arkansas,Psychiatry,M.D.,../verify/results.aspx?strPHIDNO=ASMB10883
ASMB220876,"Chapman, Constance Williams, M.D.",Monticello,Arkansas,Obstetrics & Gynecology,M.D.,../verify/results.aspx?strPHIDNO=ASMB220876
ASMB219319,"Chapman, Cynthia Allyse, M.D.",Little Rock,Arkansas,Anesthesiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB219319
ASMB18870,"Chapman, Kimberly Kay Dunn, M.D.",Bentonville,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB18870
ASMB8518,"Chapman, Robert Kent, M.D.",Fort Smith,Arkansas,Anatomic/Clinical Pathology,M.D.,../verify/results.aspx?strPHIDNO=ASMB8518
ASMB967,"Chappell, Carol Weygandt, M.D.",Little Rock,Arkansas,Ophthalmology,M.D.,../verify/results.aspx?strPHIDNO=ASMB967
ASMB213276,"Charlemagne, Mistie , M.D.",Jonesboro,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB213276
ASMB223545,"Charles, River Clinton, M.D.",Little Rock,Arkansas,Pathology,M.D.,../verify/results.aspx?strPHIDNO=ASMB223545
ASMB221831,"Charlton, Gregory Alan, M.D.",Franklin,Tennessee,Neurology,M.D.,../verify/results.aspx?strPHIDNO=ASMB221831
ASMB223722,"Charoenkijkajorn, Chaow , M.D.",Little Rock,Arkansas,Ophthalmology,M.D.,../verify/results.aspx?strPHIDNO=ASMB223722
ASMB203803,"Charton, Justin Wayne, M.D.",Conway,Arkansas,Ophthalmology,M.D.,../verify/results.aspx?strPHIDNO=ASMB203803
ASMB210609,"Chase, Karen Margaret, M.D.",Aubrey,Texas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB210609
ASMB971,"Chase, Patrick Robert, M.D.",Fayetteville,Arkansas,Anesthesiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB971
ASMB223790,"Chastain, Jonathan Neil, D.O.",Little Rock,Arkansas,Psychiatry,D.O.,../verify/results.aspx?strPHIDNO=ASMB223790
ASMB209615,"Chastain, Richard Brian, M.D.",Hot Springs,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB209615
ASMB972,"Chatman, Ira Douglas, M.D.",Mountain Home,Arkansas,Anesthesiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB972
ASMB210256,"Chatterjee, Suzanna, M.D.",Russellville,Arkansas,OB/GYN,M.D.,../verify/results.aspx?strPHIDNO=ASMB210256
ASMB216160,"Chau, Destiny Fenger, M.D.",Little Rock,Arkansas,Pediatric Anesthesiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB216160
ASMB210038,"Chaudhary, Jyoti, M.D.",Searcy,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB210038
ASMB974,"Chauhan, Mufiz Amjad, M.D.",Little Rock,Arkansas,Radiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB974
ASMB207110,"Chaum, Edward, M.D.",Nashville,Tennessee,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB207110
ASMB6848,"Chauvin, Edgar Joseph, M.D.",Rogers,Arkansas,Cardiovascular & Thoracic Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB6848
ASMB205998,"Chavez, Jaime Rene, M.D.",Jonesboro,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB205998
ASMB18631,"Chavis, Brent Daniel, M.D.",Mena,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB18631
ASMB220918,"Chawla, Vonita , M.D.",Bryant,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB220918
ASMB975,"Cheadle, Matthew G., M.D.",Fayetteville,Arkansas,Pediatrics,M.D.,../verify/results.aspx?strPHIDNO=ASMB975
ASMB979,"Cheairs, John Titus, M.D.",Heber Springs,Arkansas,Anesthesiology,M.D.,../verify/results.aspx?strPHIDNO=ASMB979
ASMB206518,"Cheatham, Jennifer Shannon, M.D.",Lincoln,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB206518
ASMB213642,"Cheema, Hira Imad, M.D.",Conway,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB213642
ASMB218022,"Cheema, Rafay Sultan, M.D.",Fort Smith,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB218022
ASMB206665,"Cheerla, Rajalakshmi , M.D.",Little Rock,Arkansas,Family Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB206665
ASMB214364,"Chemtob, Josef , M.D.",Forrest City,Arkansas,Internal Medicine,M.D.,../verify/results.aspx?strPHIDNO=ASMB214364
ASMB215891,"Chen, Andreas Jonathan, M.D.",Rogers,Arkansas,Orthopaedic Surgery,M.D.,../verify/results.aspx?strPHIDNO=ASMB215891
ASMB22560,"Chen, Chien , M.D.",Little Rock,Arkansas,Anatomical Pathology,M.D.,../verify/results.aspx?strPHIDNO=ASMB22560
